job_title,job_description,skills_extracted,location,experience,role_category,source_dataset
Data Engineer ( Consultant ),"IT Skills, Testing, Oracle, Performance tuning, Production support, Integration testing, OLAP, healthcare analytics","IT Skills, Testing, Oracle, Performance tuning, Production support, Integration testing, OLAP, healthcare analytics",Bangalore/Bengaluru,1-5,Data Science,Naukri
Data Engineer Developer,"Azure Data Factory, CI / CD, ETL, automated testing, Azure, Azure Services, DWH, Pentaho","Azure Data Factory, CI / CD, ETL, automated testing, Azure, Azure Services, DWH, Pentaho",Bengaluru,4-6,Data Science,Naukri
Data Engineer,"Automation, SAS, Cognos, Datastage, Application development, Informatica, Oracle, Teradata","Automation, SAS, Cognos, Datastage, Application development, Informatica, Oracle, Teradata",Bangalore/Bengaluru,7-12,Data Science,Naukri
Data Engineering Test Manager,"Waterfall, Agile, SDLC, IT Skills, Testing, Software testing, Automation testing, Test management","Waterfall, Agile, SDLC, IT Skills, Testing, Software testing, Automation testing, Test management",Bangalore/Bengaluru,5-9,Data Science,Naukri
Data Engineer,"Computer science, github, Simulation, Project management, Machine learning, Agile, Operations, Sales engineering","Computer science, github, Simulation, Project management, Machine learning, Agile, Operations, Sales engineering",Bangalore/Bengaluru,2-3,Data Science,Naukri
Data Engineer,"Unix, Performance tuning, XML, Analytical, Downstream processing, Workflow, Deployment, Informatica","Unix, Performance tuning, XML, Analytical, Downstream processing, Workflow, Deployment, Informatica",Bangalore/Bengaluru,4-7,Data Science,Naukri
Data Lake Engineer,"Computer science, GIT, NoSQL, C, RDBMS, Cloud, AWS, Python","Computer science, GIT, NoSQL, C, RDBMS, Cloud, AWS, Python","Chennai, Bangalore/Bengaluru",6-11,Data Science,Naukri
Data Engineering Manager,"Microstrategy, Computer science, Data modeling, Datastage, Agile, Control-M, Oracle, Teradata","Microstrategy, Computer science, Data modeling, Datastage, Agile, Control-M, Oracle, Teradata",Bengaluru,12-15,Data Science,Naukri
"Engineering Manager, Data Engineering (Remote)","IT Skills, Python, Data Science, Machine Learning, Cloud, Product Management, Big Data, Computer science","IT Skills, Python, Data Science, Machine Learning, Cloud, Product Management, Big Data, Computer science",Bangalore/Bengaluru,11-14,Data Science,Naukri
Data Engineer,"orchestration, Analytics","orchestration, Analytics",Bangalore/Bengaluru,5-8,Data Science,Naukri
Azure Data Engineer | Permanent Role,"Pyspark, Azure, spark, azure data factory, SSIS, UNIX scripts, Agile Framework, ADF","Pyspark, Azure, spark, azure data factory, SSIS, UNIX scripts, Agile Framework, ADF",Pune,4-8,Data Science,Naukri
Spark Data Engineer,"Data Ingestion, Scala, Spark, IT Skills, Java, Python, Software Development, Cloud","Data Ingestion, Scala, Spark, IT Skills, Java, Python, Software Development, Cloud",Hyderabad/Secunderabad,3-8,Data Science,Naukri
Product Engineer Data Science,"Docker, Machine Learning ML, Deep Learning, Python, Kubernetes","Docker, Machine Learning ML, Deep Learning, Python, Kubernetes",Bangalore/Bengaluru,3-5,Data Science,Naukri
Data Engineer,"ETL, AWS, Python, kakfa, Data Pipeline, Azure Functions, Redshift Aws, Data Mining","ETL, AWS, Python, kakfa, Data Pipeline, Azure Functions, Redshift Aws, Data Mining",Gurgaon/Gurugram,3-8,Data Science,Naukri
We are hiring For Data Engineer,"Python, Open Source, Data - Intensive, data engineering, Hive, Spark, AWS","Python, Open Source, Data - Intensive, data engineering, Hive, Spark, AWS",Remote,3-8,Data Science,Naukri
AWS Data Engineer,"AWS Lambda, Glue, Data warehousing, SQL, Python, IT Skills, AWS, Redshift Aws","AWS Lambda, Glue, Data warehousing, SQL, Python, IT Skills, AWS, Redshift Aws",Pune,2-6,Data Science,Naukri
Virtue Analytics - Data Engineer,"Data Engineer, R, data management, modeling, Project Management, analysis, research, problem-solving","Data Engineer, R, data management, modeling, Project Management, analysis, research, problem-solving",Lucknow,3-5,Data Science,Naukri
Data Engineer with ETL & Data Warehouse experience,"Informatica, SQL, Data Warehousing, ETL, Python, written, verbal communication, analytical","Informatica, SQL, Data Warehousing, ETL, Python, written, verbal communication, analytical","Hyderabad/Secunderabad, Chennai",3-8,Data Science,Naukri
Data Engineer,"data analytics, Predictive Modeling, advanced analytics, R, Data Management, Data Mining, Data Modeling","data analytics, Predictive Modeling, advanced analytics, R, Data Management, Data Mining, Data Modeling",Lucknow,3-5,Data Science,Naukri
Data Engineer,"Computer science, Automation, Product engineering, Machine learning, Agile, Data quality, Apache, Analytics","Computer science, Automation, Product engineering, Machine learning, Agile, Data quality, Apache, Analytics",Gurgaon/Gurugram,3-5,Data Science,Naukri
"Process Data Engineer - Rel Static, RBI","SAP, Design, Drafting, Maintenance Operations, Heat Exchangers, AutoCAD, Columns, Static Equipment","SAP, Design, Drafting, Maintenance Operations, Heat Exchangers, AutoCAD, Columns, Static Equipment",Chennai,2-7,Data Science,Naukri
Data Backfill Audit - Data Engineer,"adobe analytics, spark, Schema, Production, Data quality, Data Analyst, Troubleshooting, Statistics","adobe analytics, spark, Schema, Production, Data quality, Data Analyst, Troubleshooting, Statistics",New Delhi,3-7,Data Science,Naukri
Data Engineer,"CI tooling, algorithms, design patterns, data structures, Computer science, component design, Version control, Coding","CI tooling, algorithms, design patterns, data structures, Computer science, component design, Version control, Coding",Hyderabad/Secunderabad,1-4,Data Science,Naukri
Innova Hiring Data Engineer @ Chennai,"docker, Python, Airflow, EMR, AWS, Pyspark, IT Skills, AWS-EMR","docker, Python, Airflow, EMR, AWS, Pyspark, IT Skills, AWS-EMR",Chennai,5-10,Data Science,Naukri
Hiring Immediate Joiner For Data Engineer with Scala/AWS/SQL@chennai,"spark, Scala, AWS, SQL, IT Skills","spark, Scala, AWS, SQL, IT Skills",Chennai,5-10,Data Science,Naukri
Innova Hiring Data Engineer @ Chennai,"docker, Airflow, EMR, AWS, Python, Pyspark, IT Skills, AWS-EMR","docker, Airflow, EMR, AWS, Python, Pyspark, IT Skills, AWS-EMR",Chennai,2-5,Data Science,Naukri
Innova Hiring Data Engineer @ Chennai,"docker, EMR, Airflow, Python, Pyspark, AWS, IT Skills, AWS-EMR","docker, EMR, Airflow, Python, Pyspark, AWS, IT Skills, AWS-EMR",Chennai,5-10,Data Science,Naukri
Hiring Immediate Joiner For Data Engineer with Scala/AWS/SQL@chennai,"spark, SQL, Scala, AWS, IT Skills","spark, SQL, Scala, AWS, IT Skills",Chennai,5-10,Data Science,Naukri
Hiring Data Engineers,"python, Redshift Aws, aws, sql, IT Skills, Cloud, S3, Glue","python, Redshift Aws, aws, sql, IT Skills, Cloud, S3, Glue",Chennai,3-6,Data Science,Naukri
Big Data Engineer - Process Analytics,"Mining, Data management, Pharma, Analytical, Consulting, Data processing, Workflow, Scheduling","Mining, Data management, Pharma, Analytical, Consulting, Data processing, Workflow, Scheduling",Pune,3-8,Data Science,Naukri
AWS - Data Engineer,"Pyspark, Big Data, Node Js, Spark, Data Warehousing, Aws, Data Analytics, . Net","Pyspark, Big Data, Node Js, Spark, Data Warehousing, Aws, Data Analytics, . Net",Chennai,3-8,Data Science,Naukri
"Engineer - PDE (Deep Learning,Data Science,IIOT)","Deep Learning, PDE, Backend engineering, data analysis, data mining, Process Integration Engineer, Fab Process, PWF","Deep Learning, PDE, Backend engineering, data analysis, data mining, Process Integration Engineer, Fab Process, PWF",Hyderabad/Secunderabad,5-10,Data Science,Naukri
Scala Data engineer,"IT services, SAN, continuous integration, Web services, spark, Cloud Services, SOC, SMS","IT services, SAN, continuous integration, Web services, spark, Cloud Services, SOC, SMS",Pune,5-10,Data Science,Naukri
Hiring For Data Quality Engineer,"Data Validation, Data Quality, quality engineering, sql, Agile, TSQL, IT Skills, Testing","Data Validation, Data Quality, quality engineering, sql, Agile, TSQL, IT Skills, Testing",Hyderabad/Secunderabad,3-5,Data Science,Naukri
Big Data Engineer (Java/ Spark) || Work from Home || Product based,"Big Data, Java, object - oriented programming, Oracle, RDBMS, Python, MySQL, JavaScript","Big Data, Java, object - oriented programming, Oracle, RDBMS, Python, MySQL, JavaScript",Remote,5-10,Data Science,Naukri
Contractual Data Engineer | Work from Home,"Flink, Kafka, Azure, Jenkins, HBase, HDFS, Terraform, Python","Flink, Kafka, Azure, Jenkins, HBase, HDFS, Terraform, Python",Remote,3-8,Data Science,Naukri
Manager | Data Migration engineer | Hyderabad,"NoSQL, Agile, azure data factory, data migration, etl, IT Skills, Testing, Azure","NoSQL, Agile, azure data factory, data migration, etl, IT Skills, Testing, Azure",Hyderabad/Secunderabad,7-12,Data Science,Naukri
GIS Data Engineering Manager I,"IT Skills, Python, Software Development, Cloud, Big Data, GIS, Computer science, Data conversion","IT Skills, Python, Software Development, Cloud, Big Data, GIS, Computer science, Data conversion",Navi Mumbai,8-10,Data Science,Naukri
Data Engineer,"Database Administration, Snowflake, Database Development, SQL, DataStage, Snowflake utilities, SnowSQL, UC4","Database Administration, Snowflake, Database Development, SQL, DataStage, Snowflake utilities, SnowSQL, UC4",Hyderabad/Secunderabad,5-8,Data Science,Naukri
Data Engineer,"Database Administration, Snowflake, Database Development, SQL, UC4, DevOps, Snowflake utilities, SnowSQL","Database Administration, Snowflake, Database Development, SQL, UC4, DevOps, Snowflake utilities, SnowSQL",Hyderabad/Secunderabad,5-8,Data Science,Naukri
Senior Application Developer - Data Visualization,"Data Visualization, agile methodology, Databricks, cloud data visualization, communication, AI, SQL, Python","Data Visualization, agile methodology, Databricks, cloud data visualization, communication, AI, SQL, Python",Delhi / NCR,4-8,Data Science,Naukri
engineer sdg,"development, device driver, eee, driver, vxworks, linux, electronics design, data structures","development, device driver, eee, driver, vxworks, linux, electronics design, data structures",Chennai,2-3,Data Science,Naukri
Data Engineer,"python, etl, informatica, SQL, Amazon Redshift, Matillion Snowflake, PL / SQL, IT Skills","python, etl, informatica, SQL, Amazon Redshift, Matillion Snowflake, PL / SQL, IT Skills",Pune,4-6,Data Science,Naukri
Senior Big Data Developer - Hadoop/ Spark/ MapReduce,"Java, IT Skills, J2EE, Python, Software Development, Data Science, Cloud, Oracle","Java, IT Skills, J2EE, Python, Software Development, Data Science, Cloud, Oracle",Greater Noida,5-10,Data Science,Naukri
Principal Engineer - Data Science,"data science, analytics, python, r, vba, Data Analysis","data science, analytics, python, r, vba, Data Analysis",Delhi / NCR,7-12,Data Science,Naukri
Senior Big Data Developer - Spark/HDFS/Hive,"Hive, IT Skills, Java, J2EE, Python, Software Development, Data Science, Cloud","Hive, IT Skills, Java, J2EE, Python, Software Development, Data Science, Cloud",Mumbai,8-12,Data Science,Naukri
Data Center Engineer,"Networking, Excel, it operations, Linux, MySQL, Database Management, data center operations, Powerpoint","Networking, Excel, it operations, Linux, MySQL, Database Management, data center operations, Powerpoint",Noida,5-6,Data Science,Naukri
Senior Big Data Developer - Java/Hadoop/Cloud Services,"Java, Design Patterns, Cloud Services, RDBMS, Hadoop, Distributed Architecture, Big Data, Version Control System","Java, Design Patterns, Cloud Services, RDBMS, Hadoop, Distributed Architecture, Big Data, Version Control System",Pune,5-8,Data Science,Naukri
Hiring For Data Ops Engineer,"sql queries, bugzilla, bug tracking tool, jira, IT Skills, Tableau, Power BI, Software Testing Life Cycle","sql queries, bugzilla, bug tracking tool, jira, IT Skills, Tableau, Power BI, Software Testing Life Cycle",Hyderabad/Secunderabad,3-5,Data Science,Naukri
Python Developer - Data Analysis - SQL/Flask/Django,"PL / SQL, data science, debugging, Flask, verbal, Python, Django, linux","PL / SQL, data science, debugging, Flask, verbal, Python, Django, linux",Kochi/Cochin,4-8,Data Science,Naukri
Technical Data Analyst - Agile Methodology,"DevOps, Business Analyst, software development, Agile, Technical Design, Data Analyst, data architecture, Data Analytics","DevOps, Business Analyst, software development, Agile, Technical Design, Data Analyst, data architecture, Data Analytics",Pune,6-10,Data Science,Naukri
Big data Developer / Lead / Architect,"Big Data, Shell Scripting, Kafka, Openshift PaaS, Nexus, Relational, Hive, Scala","Big Data, Shell Scripting, Kafka, Openshift PaaS, Nexus, Relational, Hive, Scala","Mumbai, Hyderabad/Secunderabad, Greater Noida, Bangalore/Bengaluru",3-8,Data Science,Naukri
Opening For Data Integration Lead,"Azure Data Factory, Azure Databricks, Team Leading, Azure Data Lake, ETL, AWS","Azure Data Factory, Azure Databricks, Team Leading, Azure Data Lake, ETL, AWS",Pune,6-11,Data Science,Naukri
Lead Data engineer_Bangalore,"Etl / Elt, Data Pipeline, Snowflake, Data Warehousing, Data Modeling, Data Mart, Data Warehouse, Python","Etl / Elt, Data Pipeline, Snowflake, Data Warehousing, Data Modeling, Data Mart, Data Warehouse, Python",Bangalore/Bengaluru,6-11,Data Science,Naukri
UK based MNC is hiring Data Science Lead / Manager For Ahmedabad,"Python, SQL, Data Science, Visualizing, Data Engineering, Power Bi, Python Data Analytics, Data Analysis","Python, SQL, Data Science, Visualizing, Data Engineering, Power Bi, Python Data Analytics, Data Analysis",Ahmedabad,6-11,Data Science,Naukri
Junior Data Engineers,"communication, Java, Data Structures, SQL Programming, Python, IT Skills, deep learning, Analytical","communication, Java, Data Structures, SQL Programming, Python, IT Skills, deep learning, Analytical",Kolkata,1-2,Data Science,Naukri
Spark/Scala Developer - Java/AWS/ Big Data,"IT Skills, Java, Cloud, Big Data, AWS, Scala, HDFS, Data Visualization","IT Skills, Java, Cloud, Big Data, AWS, Scala, HDFS, Data Visualization","Hyderabad/Secunderabad, Bangalore/Bengaluru",6-10,Data Science,Naukri
Junior Data Engineer,"IT Skills, Python, Machine Learning, Tableau, Supply chain, Publishing, Coding, Fixed income","IT Skills, Python, Machine Learning, Tableau, Supply chain, Publishing, Coding, Fixed income",Mumbai,3-6,Data Science,Naukri
Spark/Scala Developer - Java/ AWS/ Big Data,"Java, Open Source, Scala, Big Data, HDFS, Data Visualization, Spark, Data Modeling","Java, Open Source, Scala, Big Data, HDFS, Data Visualization, Spark, Data Modeling","Hyderabad/Secunderabad, Bangalore/Bengaluru",6-10,Data Science,Naukri
Junior Data Engineer,"Python, Tableau, R, SQL, MS Office, IT Skills, Machine Learning, Supply chain","Python, Tableau, R, SQL, MS Office, IT Skills, Machine Learning, Supply chain",Mumbai,3-5,Data Science,Naukri
Junior Data Engineer,"IT services, Automation, RDBMS, Healthcare, Scrum, Open source, JIRA, Information technology","IT services, Automation, RDBMS, Healthcare, Scrum, Open source, JIRA, Information technology",Mumbai,2-6,Data Science,Naukri
Junior Data Engineer,"IT Skills, Cloud, Oracle, Jenkins, AWS, Tableau, Power BI, Automation","IT Skills, Cloud, Oracle, Jenkins, AWS, Tableau, Power BI, Automation",Mumbai,2-6,Data Science,Naukri
Senior Data Science Manager,"Pattern Recognition, Data Science, Artificial Intelligence, Natural Language Processing, Text Mining, Machine Learning, Deep Learning","Pattern Recognition, Data Science, Artificial Intelligence, Natural Language Processing, Text Mining, Machine Learning, Deep Learning",Bangalore/Bengaluru,12-19,Data Science,Naukri
Senior Big Data Developer - Hadoop/ Java,"Java, RDBMS, Hadoop, Big Data, HDFS, J2EE, Data Analytics, Distributed Systems","Java, RDBMS, Hadoop, Big Data, HDFS, J2EE, Data Analytics, Distributed Systems",Bangalore/Bengaluru,8-12,Data Science,Naukri
Senior Big Data Developer - Hadoop/sql,"Cloudera Hadoop, Python, Redshift, Hadoop, object oriented analysis, Hive, Pig, SOLR","Cloudera Hadoop, Python, Redshift, Hadoop, object oriented analysis, Hive, Pig, SOLR",Bangalore/Bengaluru,3-5,Data Science,Naukri
Senior Big Data Developer - Hadoop/sql,"Java, Redshift, Agile methodology, object oriented analysis, Hive, Cloudera, SOLR, Pig","Java, Redshift, Agile methodology, object oriented analysis, Hive, Cloudera, SOLR, Pig",Bangalore/Bengaluru,3-5,Data Science,Naukri
Senior Big Data Developer - Hbase / Solr,"Core Java, kafka, MapReduce, HDFS, Hadoop, Hive, Spark, Impala","Core Java, kafka, MapReduce, HDFS, Hadoop, Hive, Spark, Impala",Bangalore/Bengaluru,5-10,Data Science,Naukri
Job | IT Analyst | NTT Data | Varite,"IT Skills, HTML, CSS, Javascript, UI Development","IT Skills, HTML, CSS, Javascript, UI Development",Hyderabad/Secunderabad,3-5,Data Science,Naukri
Digital Marketing Executive/Analyst(Data visualization),"digital marketing analyst, Data Visualization, Web Analytics, digital marketing executive, Excel, SAP, B2C, Data Studio","digital marketing analyst, Data Visualization, Web Analytics, digital marketing executive, Excel, SAP, B2C, Data Studio",Bangalore/Bengaluru(Indira Nagar),4-9,Data Science,Naukri
Data Engineering Associate,"Supply chain, continuous integration, Data management, Strategic planning, Manager Technology, Data quality, Manager Quality Control, Engineering Associate","Supply chain, continuous integration, Data management, Strategic planning, Manager Technology, Data quality, Manager Quality Control, Engineering Associate",Pune,2-5,Data Science,Naukri
Data Analyst - Power Bi | Advance Auto Parts,sql,sql,Hyderabad/Secunderabad,4-7,Data Science,Naukri
Associate Director - Data Engineering,"Data Engineering, IT Skills, Python, Data Science, Cloud, Big Data, AWS, algorithms","Data Engineering, IT Skills, Python, Data Science, Cloud, Big Data, AWS, algorithms",Hyderabad/Secunderabad,10-16,Data Science,Naukri
Deep Data Marketing / Digital Data Analyst,"Direct marketing, Google Analytics, Online marketing, Analytical, Data collection, Data processing, Data mining, Business intelligence","Direct marketing, Google Analytics, Online marketing, Analytical, Data collection, Data processing, Data mining, Business intelligence",Mumbai,3-4,Data Science,Naukri
Business Data Analyst,"business analyst, Ifs Erp, Business Intelligence, data warehouse, Power Bi, microsoft BI, SSRS, data storytelling","business analyst, Ifs Erp, Business Intelligence, data warehouse, Power Bi, microsoft BI, SSRS, data storytelling",Pune(Talegaon Dabhade),5-10,Data Science,Naukri
Business Analyst/ Data Analyst,"Microstrategy, QlikView, Tableau, IT Skills, MS-Excel skills, SQL","Microstrategy, QlikView, Tableau, IT Skills, MS-Excel skills, SQL",Noida,4-6,Data Science,Naukri
Analyst - Big Data Technologies,"Python, Postgres, Communication, Spark, Java, SQL, Linux scripting, Scala","Python, Postgres, Communication, Spark, Java, SQL, Linux scripting, Scala","Hyderabad/Secunderabad, Chennai",2-3,Data Science,Naukri
Data Analyst,"MIS Reporting, MIS, Data","MIS Reporting, MIS, Data",Hyderabad/Secunderabad,2-7,Data Science,Naukri
Data service /Data Analyst,"Excel, Data Analysis, Data Analyst, Data Analytics","Excel, Data Analysis, Data Analyst, Data Analytics",Chennai,2-7,Data Science,Naukri
SAP Master Data Analyst,"Sap Mm Materials Management, SAP MM, SAP MM Module","Sap Mm Materials Management, SAP MM, SAP MM Module",Chennai,3-5,Data Science,Naukri
Data Analyst,"Generating Reports, Data Analysis, Strong Analytical Skills, Strong Communication Skills, Decision Making, Management Reports","Generating Reports, Data Analysis, Strong Analytical Skills, Strong Communication Skills, Decision Making, Management Reports",Bhiwadi,4-5,Data Science,Naukri
Data Analyst,"Data Analyst, data visualization, Supply chain, Process orientation, Conceptualization, Market research, Stakeholder management, Monitoring","Data Analyst, data visualization, Supply chain, Process orientation, Conceptualization, Market research, Stakeholder management, Monitoring","Delhi / NCR, Mumbai (All Areas)",1-3,Data Science,Naukri
Data Analyst (Corporate Role),"python, r language, excel, data management, data analysis, mis reporting, dashboards, data collection","python, r language, excel, data management, data analysis, mis reporting, dashboards, data collection",Pune,5-8,Data Science,Naukri
Data Analyst,"IT Skills, Python, Tableau, R, Event Monitoring, Technical Skills, Computer Science, Data Analysis","IT Skills, Python, Tableau, R, Event Monitoring, Technical Skills, Computer Science, Data Analysis","Hyderabad/Secunderabad, Chennai",3-7,Data Science,Naukri
Data Analyst- DS,"R, written communication, verbal, Spark, Python, SQL, PySpark, MLFlow","R, written communication, verbal, Spark, Python, SQL, PySpark, MLFlow",Delhi / NCR,8-13,Data Science,Naukri
Senior Associate Director - Data Science - Insurance,"Data Science, Data Engineering, Artificial Intelligence, Data Analysis, Spark, Machine Learning, Statistics, Analytics","Data Science, Data Engineering, Artificial Intelligence, Data Analysis, Spark, Machine Learning, Statistics, Analytics",Gurgaon/Gurugram,10-15,Data Science,Naukri
Senior Associate Director - Data Science - IIT / IIM/ NIT/ XLRI,"Data Science, project management, Artificial Intelligence, Data Management, Data Modeling, Data Analytics, Machine Learning, Python","Data Science, project management, Artificial Intelligence, Data Management, Data Modeling, Data Analytics, Machine Learning, Python",Gurgaon/Gurugram,7-12,Data Science,Naukri
Senior Associate Director - Data Science - Insurance - IIT/ IIM/ NIT,"Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence","Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence",Gurgaon/Gurugram,9-14,Data Science,Naukri
Senior Associate Director- Data Science - Insurance - IIT/IIM/NIT/XLRI,"Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence","Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence",Gurgaon/Gurugram,7-12,Data Science,Naukri
Senior Associate Director - Data Science- Insurance- IIT/IIM/NIT/XLRI,"Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence","Data Science, IT Skills, Python, Machine Learning, Project Management, BPO, project management, Artificial Intelligence",Gurgaon/Gurugram,7-12,Data Science,Naukri
Sr Associate Director Data Science Insurance IIT/IIM/NIT/XLRI,"Hadoop, SQL, Spark, IT Skills, Python, Data Science, Machine Learning, Project Management","Hadoop, SQL, Spark, IT Skills, Python, Data Science, Machine Learning, Project Management",Gurgaon/Gurugram,7-12,Data Science,Naukri
Senior Associate Director - Data Science - Insurance- IIT/IIM/NIT/XLRI,"statistical techniques, machine learning, analytics, IT Skills, Python, Data Science, Project Management, BPO","statistical techniques, machine learning, analytics, IT Skills, Python, Data Science, Project Management, BPO",Gurgaon/Gurugram,10-15,Data Science,Naukri
Java Big Data developer,"IT Skills, Java, Cloud, Azure, SAN, Linux, Enterprise applications, SOC","IT Skills, Java, Cloud, Azure, SAN, Linux, Enterprise applications, SOC","Noida, Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",4-5,Data Science,Naukri
Head of Data Science,"python, matplotlib, pytorch, keras, numpy","python, matplotlib, pytorch, keras, numpy","Gurgaon/Gurugram, Bangalore/Bengaluru",10-15,Data Science,Naukri
Manager Data Science,Data Science,Data Science,"Bangalore/Bengaluru, Bangalore North",5-10,Data Science,Naukri
Data Engineer_SQL_Snowflake computing _2 To 6 Yrs_,"Data Engineering, SNOWFLAKE, SQL","Data Engineering, SNOWFLAKE, SQL","Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-6,Data Science,Naukri
Manager - Data Architect,"Performance tuning, SAP, Production support, Consulting, Agile, Data structures, HTML, Scrum","Performance tuning, SAP, Production support, Consulting, Agile, Data structures, HTML, Scrum",Chennai,10-15,Data Science,Naukri
Data Science Core Developer,"data management, data science, python, tensorflow","data management, data science, python, tensorflow",Bangalore/Bengaluru,3-8,Data Science,Naukri
Big Data Developer,"Hadoop, HDFS, Spark, Python, SQL, Pyspark","Hadoop, HDFS, Spark, Python, SQL, Pyspark",Bangalore/Bengaluru,3-6,Data Science,Naukri
Big Data Python Developer,"Version control, GIT, Linux, Shell scripting, Agile, Workflow, Apache, SQL","Version control, GIT, Linux, Shell scripting, Agile, Workflow, Apache, SQL","Gurgaon, Bengaluru",3-5,Data Science,Naukri
Big Data Developer,"Spark, Data Warehousing, Hive, Hadoop, Big data, APACHE KUDU, Teradata, XML","Spark, Data Warehousing, Hive, Hadoop, Big data, APACHE KUDU, Teradata, XML","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-7,Data Science,Naukri
Big Data Developer,"Hive, Spark, XML, Big data, Impala, Data Warehousing, Teradata, Hadoop","Hive, Spark, XML, Big data, Impala, Data Warehousing, Teradata, Hadoop","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-5,Data Science,Naukri
Python Developer with OOPS _ Data Structure_ Data Analytics,"OOPS, Data Structures, Python, load runner, Data Analytics, Data Structure, OOPS concept, IT Skills","OOPS, Data Structures, Python, load runner, Data Analytics, Data Structure, OOPS concept, IT Skills","Pune, Bangalore/Bengaluru",3-8,Data Science,Naukri
Big Data Developer,"IT Skills, Python, Data Science, Data Quality, Hadoop, Computer Science, Big Data Developer, Agile","IT Skills, Python, Data Science, Data Quality, Hadoop, Computer Science, Big Data Developer, Agile",Bangalore/Bengaluru,2-5,Data Science,Naukri
Big Data Developer,"debugging, Hive, Spark, Unix, Scala, shell scripting, Sqoop, big data","debugging, Hive, Spark, Unix, Scala, shell scripting, Sqoop, big data","Pune, Bangalore/Bengaluru",4-7,Data Science,Naukri
Data AIOps Manager,"machine learning, AIOps, big data, Java, Yaml, YAML, Netconf, Salt","machine learning, AIOps, big data, Java, Yaml, YAML, Netconf, Salt",Pune,9-14,Data Science,Naukri
Assistant Manager - Data Science and Business Analytics,"Supply chain, Computer science, Simulation, Pharma, Machine learning, Healthcare, Business intelligence, Analytics","Supply chain, Computer science, Simulation, Pharma, Machine learning, Healthcare, Business intelligence, Analytics",Mumbai,2-4,Data Science,Naukri
ACN - Applied Intelligence - GCP - Data Science - 08,"Data Science, Applied Intelligence, Python, AutoML, BigQuery, machine learning, SQL, IT Skills","Data Science, Applied Intelligence, Python, AutoML, BigQuery, machine learning, SQL, IT Skills",Mumbai,5-10,Data Science,Naukri
Data Architect,"Java, Open Source, Use Cases, Scala, Hadoop, Big Data, Spark, Data Analytics","Java, Open Source, Use Cases, Scala, Hadoop, Big Data, Spark, Data Analytics",Bangalore/Bengaluru,5-15,Data Science,Naukri
Manager - Data Science,Data Science,Data Science,Mumbai,8-12,Data Science,Naukri
LTI : Hiring - Azure Data Architect - Immediate Joiners,"Azure, Data Engineering","Azure, Data Engineering","Pune, Chennai",15-20,Data Science,Naukri
Hiring For Data Science role -- Max 45 Days Notice - Gurugram,"Data Science, Quantitative Analysis, Xgboost, Modeling, Machine Learning, Logistic Regression, Qualitative Analysis, Power Bi","Data Science, Quantitative Analysis, Xgboost, Modeling, Machine Learning, Logistic Regression, Qualitative Analysis, Power Bi","Noida, Gurgaon/Gurugram",5-10,Data Science,Naukri
Data Architect,"Azure Databricks, Enterprise Architecture, Data Quality, TOGAF, Master Data Management, Data Profiling, Data Analysis, Data Modeling","Azure Databricks, Enterprise Architecture, Data Quality, TOGAF, Master Data Management, Data Profiling, Data Analysis, Data Modeling",Bangalore/Bengaluru,6-11,Data Science,Naukri
Data Integration Specialist,"Procurement, Computer science, Data management, Agile, Healthcare, Budgeting, Management, Subject Matter Expert","Procurement, Computer science, Data management, Agile, Healthcare, Budgeting, Management, Subject Matter Expert",Bangalore/Bengaluru,4-7,Data Science,Naukri
"Data Architect, Data Lake & Data Analytics Consultant",data science,data science,New Delhi,5-10,Data Science,Naukri
"Data Architect, Data Lake & Data Analytics Consultant","Big Data Analytics, Data Warehousing, Data Science, Java, R, NoSQL, Spark, Machine Learning","Big Data Analytics, Data Warehousing, Data Science, Java, R, NoSQL, Spark, Machine Learning",New Delhi,5-10,Data Science,Naukri
Data Science Trainee,"IT Skills, Data Science, python, oracle, Oracle Developer, ai, python developer, python programmer","IT Skills, Data Science, python, oracle, Oracle Developer, ai, python developer, python programmer","Mumbai Suburban, Thane, Mumbai (All Areas)",0-5,Data Science,Naukri
JAVA /BIG DATA DEVELOPER,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML","Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML",Bengaluru,9-13,Data Science,Naukri
Big Data Developer,"Pyspark, Hadoop, Python, Azure cloud, Databricks, Azure, Apache Spark, Tableau","Pyspark, Hadoop, Python, Azure cloud, Databricks, Azure, Apache Spark, Tableau",Bangalore/Bengaluru,5-10,Data Science,Naukri
